🇨🇳 央视,#genre#
甘肃卫视,http://www.ye28.eu.org:7777/udp/239.77.0.76:5146
甘肃卫视,http://www.ye28.eu.org:7777/udp/239.77.1.57:5146
甘肃卫视,http://xxy.x3322.net:4022/rtp/239.77.0.189:5146
甘肃卫视,http://xxy.x3322.net:4022/rtp/239.77.0.76:5146
甘肃卫视,http://xxy.x3322.net:4022/rtp/239.77.1.57:5146
西藏卫视,http://www.ye28.eu.org:7777/udp/239.77.0.74:5146
西藏卫视,http://www.ye28.eu.org:7777/udp/239.77.1.49:5146
西藏卫视,http://xxy.x3322.net:4022/rtp/239.77.0.74:5146
西藏卫视,http://xxy.x3322.net:4022/rtp/239.77.1.49:5146
贵州卫视,http://www.ye28.eu.org:7777/udp/239.77.0.230:5146
贵州卫视,http://www.ye28.eu.org:7777/udp/239.77.0.59:5146
贵州卫视,http://www.ye28.eu.org:7777/udp/239.77.1.221:5146
贵州卫视,http://www.ye28.eu.org:7777/udp/239.77.1.61:5146
辽宁卫视,http://www.ye28.eu.org:7777/udp/239.77.0.123:5146
辽宁卫视,http://www.ye28.eu.org:7777/udp/239.77.0.161:5146
辽宁卫视,http://www.ye28.eu.org:7777/udp/239.77.0.57:5146
辽宁卫视,http://www.ye28.eu.org:7777/udp/239.77.1.103:5146
辽宁卫视,http://www.ye28.eu.org:7777/udp/239.77.1.62:5146
辽宁卫视,http://xxy.x3322.net:4022/rtp/239.77.0.57:5146
辽宁卫视,http://xxy.x3322.net:4022/rtp/239.77.1.103:5146
辽宁卫视,http://xxy.x3322.net:4022/rtp/239.77.1.62:5146
重庆卫视,http://www.ye28.eu.org:7777/udp/239.77.0.182:5146
重庆卫视,http://www.ye28.eu.org:7777/udp/239.77.0.63:5146
重庆卫视,http://www.ye28.eu.org:7777/udp/239.77.1.162:5146
重庆卫视,http://www.ye28.eu.org:7777/udp/239.77.1.16:5146
重庆卫视,http://www.ye28.eu.org:7777/udp/239.77.1.210:5146
重庆卫视,http://xxy.x3322.net:4022/rtp/239.77.0.182:5146
重庆卫视,http://xxy.x3322.net:4022/rtp/239.77.0.63:5146
重庆卫视,http://xxy.x3322.net:4022/rtp/239.77.1.162:5146
重庆卫视,http://xxy.x3322.net:4022/rtp/239.77.1.16:5146
重庆卫视,http://xxy.x3322.net:4022/rtp/239.77.1.210:5146
陕西卫视,http://www.ye28.eu.org:7777/udp/239.77.0.68:5146
陕西卫视,http://www.ye28.eu.org:7777/udp/239.77.1.54:5146
陕西卫视,http://xxy.x3322.net:4022/rtp/239.77.0.68:5146
陕西卫视,http://xxy.x3322.net:4022/rtp/239.77.1.54:5146
青海卫视,http://www.ye28.eu.org:7777/udp/239.253.43.125:5146
青海卫视,http://www.ye28.eu.org:7777/udp/239.77.0.71:5146
青海卫视,http://www.ye28.eu.org:7777/udp/239.77.1.70:5146
青海卫视,http://xxy.x3322.net:4022/rtp/239.253.43.125:5146
青海卫视,http://xxy.x3322.net:4022/rtp/239.77.0.71:5146
青海卫视,http://xxy.x3322.net:4022/rtp/239.77.1.70:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.0.124:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.0.58:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.0.93:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.1.179:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.1.6:5146
黑龙江卫视,http://www.ye28.eu.org:7777/udp/239.77.1.71:5146
黑龙江卫视,http://xxy.x3322.net:4022/rtp/239.77.0.124:5146
黑龙江卫视,http://xxy.x3322.net:4022/rtp/239.77.0.58:5146
黑龙江卫视,http://xxy.x3322.net:4022/rtp/239.77.0.93:5146
黑龙江卫视,http://xxy.x3322.net:4022/rtp/239.77.1.179:5146
黑龙江卫视,http://xxy.x3322.net:4022/rtp/239.77.1.6:5146
黑龙江卫视,http://xxy.x3322.net:4022/rtp/239.77.1.71:5146

🇨🇳 测试,#genre#
TVBS,http://pull-hls-hs-spe-f5.douyincdn.com/live/twlivezpzovdxzozfdezodszxcvlzzfvhnzlzzzobzzzsvhzchtvbs.flv
东森新闻,http://pull-hls-hs-spe-f5.douyincdn.com/live/twlivemhzttuzzcvbyzuozdzzezywefzzfbxfbxxvbzzzlzzhzsxw.flv
中天新闻,http://pull-hls-hs-spe-f5.douyincdn.com/live/twlivepzztvvzzzyzuuzzfvbscvzdztwzfszzszzzcvuyzemzeztxw.flv
中视新闻,http://pull-hls-hs-spe-f5.douyincdn.com/live/twlivepnvzydstudzbszcvbfzzzszfzszwetymzldhduzocnzsxw.flv
凤凰中文,http://39.134.18.196:80/wh7f454c46tw2172490011_-1360941031/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8?icpid=88888890&RTS=1707328982&from=20&ocs=2_111.20.45.169_80&hms_devid=8368&online=1707328982&vqe=3
凤凰中文,http://dqr028.oicp.net:4022/rtp/239.93.0.162:2192
凤凰中文,http://dqr028.oicp.net:4022/rtp/239.93.1.9:2192
凤凰中文,http://www.zoudada.cn:8888/udp/239.93.18.9:2192
凤凰资讯,http://39.134.18.196:80/wh7f454c46tw2280983051_-1501544638/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8?icpid=88888890&RTS=1707329090&from=20&ocs=2_111.20.45.166_80&hms_devid=8368&online=1707329090&vqe=3
凤凰资讯,http://dqr028.oicp.net:4022/rtp/239.93.0.118:2191
凤凰资讯,http://dqr028.oicp.net:4022/rtp/239.93.1.4:2191
凤凰资讯,http://www.zoudada.cn:8888/udp/239.93.18.4:2191
台视新闻,http://pull-hls-hs-spe-f5.douyincdn.com/live/twlivenczztzzudtzlzcvbcvntzzzsfwetzfvcbcxvdzbzfflvcztsxw.flv
寰宇新闻,http://pull-hls-hs-spe-f5.douyincdn.com/live/twlivephxehmffzuxcxzvezezyhmnzzxzzhzdhnzbnxfdzfhyxw.flv
年代新闻,http://pull-hls-hs-spe-f5.douyincdn.com/live/twliveozevdyscvbudlozlnsfzewtzudvbbzxfznzlvczdzdnzxw.flv

🇨🇳 数字,#genre#
怀旧剧场,http://39.136.18.231:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226097/1/index.m3u8?fmt=ts2hls
欢笑剧场,http://39.136.18.231:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226210/1/index.m3u8?fmt=ts2hls
第一剧场,http://39.136.18.231:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226124/1/index.m3u8?fmt=ts2hls
都市剧场,http://39.136.18.231:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226243/1/index.m3u8?fmt=ts2hls
风云剧场,http://39.136.18.231:80/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225700/1/index.m3u8?fmt=ts2hls

🇨🇳 轮播,#genre#
007全集轮播,http://194.147.100.49:8030/live5/live.m3u8
中外经典喜剧轮播,http://194.147.100.49:8030/live13/live.m3u8
后宫·甄嬛传,http://194.147.100.49:8030/live8/live.m3u8
周星驰专辑轮播,http://194.147.100.49:8030/live12/live.m3u8
哈利·波特全集轮播,http://194.147.100.49:8030/live7/live.m3u8
国产院线1,http://194.147.100.49:8030/live18/live.m3u8
国产院线2,http://194.147.100.49:8030/gcwx2/live.m3u8
国产院线3,http://194.147.100.49:8030/gcwx3/live.m3u8
国产院线4,http://194.147.100.49:8030/gcwx4/live.m3u8
国产院线5,http://194.147.100.49:8030/gcwx5/live.m3u8
大决战合集,http://194.147.100.49:8030/live11/live.m3u8
好莱坞大片1,http://194.147.100.49:8030/hlwdy1/live.m3u8
幸福到万家,http://194.147.100.49:8030/xfdwj/live.m3u8
庆余年,http://194.147.100.49:8030/qyn/live.m3u8
成龙专辑轮播,http://194.147.100.49:8030/cldy/live.m3u8
李连杰专辑轮播,http://194.147.100.49:8030/lljdy/live.m3u8
梦华录,http://194.147.100.49:8030/mhl/live.m3u8
武林外传,http://194.147.100.49:8030/live10/live.m3u8
水浒传,http://194.147.100.49:8030/shz/live.m3u8
港片1轮播,http://194.147.100.49:8030/hkdy1/live.m3u8
港片2轮播,http://194.147.100.49:8030/hkdy2/live.m3u8
狂飙,http://194.147.100.49:8030/live9/live.m3u8
琅琊榜,http://194.147.100.49:8030/lyb/live.m3u8
知否知否,http://194.147.100.49:8030/zfzf/live.m3u8
碟中碟全集轮播,http://194.147.100.49:8030/live6/live.m3u8
精彩电视剧,http://194.147.100.49:8030/dsj/live.m3u8
繁花,http://194.147.100.49:8030/live17/live.m3u8
纪录片1,http://194.147.100.49:8030/jlp1/live.m3u8
综合频道1,http://194.147.100.49:8030/zh01/live.m3u8
综合频道10,http://194.147.100.49:8030/zh10/live.m3u8
综合频道11,http://194.147.100.49:8030/zh11/live.m3u8
综合频道12,http://194.147.100.49:8030/zh12/live.m3u8
综合频道13,http://194.147.100.49:8030/zh13/live.m3u8
综合频道14,http://194.147.100.49:8030/zh14/live.m3u8
综合频道15,http://194.147.100.49:8030/zh15/live.m3u8
综合频道2,http://194.147.100.49:8030/zh02/live.m3u8
综合频道3,http://194.147.100.49:8030/zh03/live.m3u8
综合频道4,http://194.147.100.49:8030/zh04/live.m3u8
综合频道5,http://194.147.100.49:8030/zh05/live.m3u8
综合频道6,http://194.147.100.49:8030/zh06/live.m3u8
综合频道7,http://194.147.100.49:8030/zh07/live.m3u8
综合频道8,http://194.147.100.49:8030/zh08/live.m3u8
综合频道9,http://194.147.100.49:8030/zh09/live.m3u8
警察荣誉,http://194.147.100.49:8030/live16/live.m3u8
雪中悍刀行,http://194.147.100.49:8030/xzhdx/live.m3u8
风吹半夏,http://194.147.100.49:8030/fcbx/live.m3u8

🇨🇳 斗鱼,#genre#
4K HDRDolby,http://zzy789.xyz/douyu1.php?id=9249162#http://mmitv.top/test/douyu.php?id=9249162
①华语房,http://zzy789.xyz/douyu1.php?id=85894#http://mmitv.top/test/douyu.php?id=85894
②星爷房,http://zzy789.xyz/douyu1.php?id=122402#http://mmitv.top/test/douyu.php?id=122402
③粤语房,http://zzy789.xyz/douyu1.php?id=6566671#http://mmitv.top/test/douyu.php?id=6566671
④欧美房,http://zzy789.xyz/douyu1.php?id=20415#http://mmitv.top/test/douyu.php?id=20415
下饭神剧,http://epg.112114.xyz/douyu/276200
云宝影院,http://epg.112114.xyz/douyu/7305938
凌儿影院,http://epg.112114.xyz/douyu/1377142
国产剧场,http://epg.112114.xyz/douyu/308752
国产剧集,http://epg.112114.xyz/douyu/8157860
圆子影视,http://epg.112114.xyz/douyu/6566658
大宋神探,http://epg.112114.xyz/douyu/7784862
女神金60帧,http://zzy789.xyz/douyu1.php?id=747764#http://mmitv.top/test/douyu.php?id=747764
好先生,http://epg.112114.xyz/douyu/9650792
小宇60帧,http://zzy789.xyz/douyu1.php?id=323876#http://mmitv.top/test/douyu.php?id=323876
庆余年,http://epg.112114.xyz/douyu/5908256
无双影视,http://epg.112114.xyz/douyu/4870914
晚湾影视,http://epg.112114.xyz/douyu/9461178
李卫当官,http://epg.112114.xyz/douyu/7473576
欣赏,http://epg.112114.xyz/douyu/3186217
爱情公寓,http://epg.112114.xyz/douyu/2838296
盗墓剧集,http://epg.112114.xyz/douyu/9292503
经典剧集,http://epg.112114.xyz/douyu/6863367
花卷影厅60帧,http://zzy789.xyz/douyu1.php?id=52787#http://mmitv.top/test/douyu.php?id=52787
花卷影院,http://epg.112114.xyz/douyu/52787
贝爷MAX厅,http://zzy789.xyz/douyu1.php?id=4332#http://mmitv.top/test/douyu.php?id=4332
贝爷①厅,http://zzy789.xyz/douyu1.php?id=252802#http://mmitv.top/test/douyu.php?id=252802
贝爷②厅,http://zzy789.xyz/douyu1.php?id=36337#http://mmitv.top/test/douyu.php?id=36337
贝爷贰厅,http://epg.112114.xyz/douyu/4332
酒染影视,http://epg.112114.xyz/douyu/7550220
金庸武侠,http://epg.112114.xyz/douyu/7644931
隋唐演义,http://epg.112114.xyz/douyu/7552568
雍正帝王,http://epg.112114.xyz/douyu/9650836
雍正王朝,http://epg.112114.xyz/douyu/4944033
高分,http://epg.112114.xyz/douyu/7254536
鱼小丸梓,http://zzy789.xyz/douyu1.php?id=6140589#http://mmitv.top/test/douyu.php?id=6140589
龙门镖局,http://epg.112114.xyz/douyu/9650860

🇨🇳 舞曲,#genre#
4K伤感DJ舞曲潘越云《我是不是你最疼爱的人》是否还记得这首歌？,https://vd3.bdstatic.com/mda-kiceixg5h0wr8kze/sc/mda-kiceixg5h0wr8kze.mp4
4K情歌对唱DJ舞曲孙艺琪崔伟立《走心的情歌》忍不住单曲循环！,https://vd3.bdstatic.com/mda-ki1wie1iekfy706x/sc/mda-ki1wie1iekfy706x.mp4
4K无损高音质车载夜店DJ舞曲《陪你到底》这首歌真是太嗨了！,https://vd2.bdstatic.com/mda-ki2fynm159rs0dut/sc/mda-ki2fynm159rs0dut.mp4
4K车载DJ舞曲凤凰传奇《策马奔腾》加美女舞蹈 这首歌太嗨了！,https://vd4.bdstatic.com/mda-kianueek7hu6bgvs/sc/mda-kianueek7hu6bgvs.mp4
4K车载《泪蛋蛋掉在酒杯杯里》DJ炫舞版 百看不厌,https://vd3.bdstatic.com/mda-nksfbc2izy9f6zug/720p/h264/1669546296830922368/mda-nksfbc2izy9f6zug.mp4
4K车载伤感DJ舞曲卢喃《来生不做痴情人》加动感美女炫舞 很好听,https://vd3.bdstatic.com/mda-me49tjbyq5yt8ynu/720p/h264/1620197897045365799/mda-me49tjbyq5yt8ynu.mp4
4K车载夜店DJ版刘艺雯《听闻远方有你》太好听了！,https://vd2.bdstatic.com/mda-pcte1ras7qezcwti/uhd/cae_h264/1680001488854508046/mda-pcte1ras7qezcwti.mp4
4K车载夜店DJ神拽舞曲陈百强《一生何求》难忘的旋律,https://vd4.bdstatic.com/mda-pdde27tmwiw6jekv/uhd/cae_h264/1681511452605224417/mda-pdde27tmwiw6jekv.mp4
4K车载夜店舞曲伤感DJ魏佳艺《九十九步退一步》真是百听不厌,https://vd3.bdstatic.com/mda-pd2hq16u057zrr4h/uhd/cae_h264/1680526224157178538/mda-pd2hq16u057zrr4h.mp4
4K陈瑞《一千零一夜的思念》车载伤感DJ版加劲爆炫舞 耳目一新,https://vd2.bdstatic.com/mda-metm2020tqf9wbct/720p/h264/1622213715848288375/mda-metm2020tqf9wbct.mp4
4K高清DJ夜店舞曲胡蜜丹《拈花一笑》加美女动感炫舞 耳目一新,https://vd2.bdstatic.com/mda-kjpvz81f3fsb0m4v/sc/mda-kjpvz81f3fsb0m4v.mp4
4K高清夜店经典DJ舞曲《落花》加动感美女炫舞 随着音乐一起嗨！,https://vd4.bdstatic.com/mda-me42p2149u3w00xa/720p/h264/1620179745210912217/mda-me42p2149u3w00xa.mp4
4K高清岳云鹏《最亲的人》车载夜店DJ舞曲版 这首歌太火了,https://vd2.bdstatic.com/mda-meqitprx5ti8ed1a/720p/h264/1621948823045463060/mda-meqitprx5ti8ed1a.mp4
4K高清戴羽彤《来迟》夜店DJ舞曲版加动感劲爆炫舞背景 耳目一新,https://vd4.bdstatic.com/mda-mf4bu6gfbtwbfqq5/720p/h264/1622881458967201202/mda-mf4bu6gfbtwbfqq5.mp4
4K高清经典夜店DJ阿悠悠《且问》加美女动感炫舞 真是太好听了！,https://vd4.bdstatic.com/mda-mh49vt5iqp3e7x8k/720p/h264/1628146884962346682/mda-mh49vt5iqp3e7x8k.mp4
4K高清车载DJ舞曲《乘风破浪向你飘》加动感美女舞蹈 这首歌火了,https://vd2.bdstatic.com/mda-ki69adui2snxk4vc/sc/mda-ki69adui2snxk4vc.mp4
4K高清车载DJ舞曲曹越《咔咔的干》加动感炫舞背景 动感十足好听,https://vd3.bdstatic.com/mda-ki7w259r4vbe3hss/sc/mda-ki7w259r4vbe3hss.mp4
4K高清车载DJ舞曲祁隆《爱的期限》加动感美女舞蹈 让您耳目一新,https://vd3.bdstatic.com/mda-kidgcmu48wms4wwj/sc/mda-kidgcmu48wms4wwj.mp4
4K高清车载夜店DJ舞曲张韶涵《欧若拉》加美女炫舞背景 耳目一新,https://vd3.bdstatic.com/mda-kife2iqvj58uu623/sc/mda-kife2iqvj58uu623.mp4
4K高清车载舞曲《乘风破浪的无价之姐》加美女炫舞 让您耳目一新,https://vd3.bdstatic.com/mda-kibbyvh6tane761t/sc/mda-kibbyvh6tane761t.mp4
伤感凄美车载DJ经典版 这首歌唱火了！,https://vd4.bdstatic.com/mda-me70iy8327wyu3gp/720p/h264/1620433827317330462/mda-me70iy8327wyu3gp.mp4
张学友经典老歌车载DJ舞曲《情网》唱得太好听了 不愧为天王巨星,https://vd2.bdstatic.com/mda-ki1z6kn4a85ss495/sc/mda-ki1z6kn4a85ss495.mp4
最近很火的车载DJ舞曲明歆悦《迷人的危险》加炫舞背景 动感十足,https://vd4.bdstatic.com/mda-kifwywyz3t3qd51z/sc/mda-kifwywyz3t3qd51z.mp4
网上爆火的歌曲《李白》竟然改成了DJ舞曲 原来可以这样唱？,https://vd3.bdstatic.com/mda-ki2ni8ib41ksuab8/sc/mda-ki2ni8ib41ksuab8.mp4
高音质经典夜店DJ舞曲乌兰图雅《追梦人》让我们随着音乐一起追梦,https://vd3.bdstatic.com/mda-kidegtyg9pgwn791/sc/mda-kidegtyg9pgwn791.mp4
高音质老歌DJ舞曲含笑《飞天》加舞蹈背景 难忘的经典很有味道,https://vd2.bdstatic.com/mda-ki8y0f7t46yac0xz/sc/mda-ki8y0f7t46yac0xz.mp4
高音质车载DJ舞曲《我单身我骄傲》加美女动感舞蹈 歌词入心好听,https://vd2.bdstatic.com/mda-kihpyr361d6fg51d/sc/mda-kihpyr361d6fg51d.mp4
